product_id,product_name,quantity,price,unit_cost,reorder_level,category_id,supplier_id,location_id
PRD0772,Whole Wheat Bread,36,350,252,53,CAT009,SUP772,LOC002
PRD0773,Vegetable Oil,51,200,144,87,CAT005,SUP773,LOC003
PRD0774,Black Coffee,87,1490,1072,91,CAT002,SUP774,LOC004
PRD0775,Pear,79,450,324,37,CAT003,SUP775,LOC005
PRD0776,Tilapia,14,680,489,52,CAT016,SUP776,LOC001
PRD0777,Orange,81,300,216,35,CAT003,SUP777,LOC002
PRD0778,Lime,75,200,144,18,CAT015,SUP778,LOC003
PRD0779,Gouda Cheese,48,700,504,12,CAT010,SUP779,LOC004
PRD0780,Onion,50,200,144,68,CAT011,SUP780,LOC005
PRD0781,Haddock,11,900,648,87,CAT012,SUP781,LOC001
PRD0782,Almond Flour,74,950,684,22,CAT004,SUP782,LOC002
PRD0783,Tomato,11,250,180,10,CAT015,SUP783,LOC003
PRD0784,Heavy Cream,85,400,288,15,CAT007,SUP784,LOC004
PRD0785,Cauliflower,57,250,180,43,CAT015,SUP785,LOC005
PRD0786,Lime,75,190,136,56,CAT015,SUP786,LOC001
PRD0787,Egg (Turkey),63,235,169,7,CAT006,SUP787,LOC002
PRD0788,White Tea,35,2525,1818,20,CAT014,SUP788,LOC003
PRD0789,Cabbage,24,100,72,32,CAT011,SUP789,LOC004
PRD0790,Jasmine Rice,53,475,342,26,CAT001,SUP790,LOC005
PRD0791,Butter Biscuit,74,600,432,81,CAT013,SUP791,LOC001
PRD0792,Brown Rice,79,250,180,38,CAT001,SUP792,LOC002
PRD0793,Bread Flour,54,150,108,78,CAT004,SUP793,LOC003
PRD0794,Palm Oil,44,180,129,83,CAT005,SUP794,LOC004
PRD0795,Almond Flour,77,950,684,19,CAT004,SUP795,LOC005
PRD0796,Apricot,42,500,360,61,CAT015,SUP796,LOC001
PRD0797,Sweet Potato,44,200,144,77,CAT011,SUP797,LOC002
PRD0798,Sour Cream,81,400,288,76,CAT007,SUP798,LOC003
PRD0799,Black Rice,92,625,450,48,CAT001,SUP799,LOC004
PRD0800,Salmon,78,1500,1080,68,CAT012,SUP800,LOC005
PRD0801,Heavy Cream,85,420,302,66,CAT007,SUP801,LOC001
PRD0802,Pomegranate,65,600,432,69,CAT015,SUP802,LOC002
PRD0803,Olive Oil,36,600,432,3,CAT005,SUP803,LOC003
PRD0804,Potato,26,120,86,63,CAT011,SUP804,LOC004
PRD0805,Sunflower Oil,39,250,180,13,CAT005,SUP805,LOC005
PRD0806,White Sugar,39,200,144,83,CAT008,SUP806,LOC001
PRD0807,Cabbage,83,100,72,61,CAT011,SUP807,LOC002
PRD0808,Cucumber,28,180,129,5,CAT011,SUP808,LOC003
PRD0809,Tuna,85,1800,1296,17,CAT012,SUP809,LOC004
PRD0810,Lime,76,200,144,39,CAT015,SUP810,LOC005
PRD0811,Tomato,100,250,180,64,CAT015,SUP811,LOC001
PRD0812,Pomegranate,17,600,432,45,CAT015,SUP812,LOC002
PRD0813,Anchovies,51,1000,720,35,CAT016,SUP813,LOC003
PRD0814,Grapes,54,550,396,88,CAT015,SUP814,LOC004
PRD0815,Sourdough Bread,94,400,288,56,CAT009,SUP815,LOC005
PRD0816,Asparagus,34,500,360,95,CAT015,SUP816,LOC001
PRD0817,Herbal Tea,27,3000,2160,1,CAT014,SUP817,LOC002
PRD0818,All-Purpose Flour,50,175,126,42,CAT004,SUP818,LOC003
PRD0819,Almond Flour,85,950,684,12,CAT004,SUP819,LOC004
PRD0820,Rice Flour,24,200,144,2,CAT001,SUP820,LOC005
PRD0821,Halibut,82,2000,1440,31,CAT016,SUP821,LOC001
PRD0822,Apple,17,350,252,14,CAT003,SUP822,LOC002
PRD0823,Canola Oil,25,230,165,97,CAT005,SUP823,LOC003
PRD0824,Tilapia,56,700,504,59,CAT016,SUP824,LOC004
PRD0825,Evaporated Milk,72,200,144,3,CAT018,SUP825,LOC005
PRD0826,Mushrooms,65,630,453,42,CAT011,SUP826,LOC001
PRD0827,Grapes,30,550,396,66,CAT015,SUP827,LOC002
PRD0828,Onion,39,200,144,37,CAT011,SUP828,LOC003
PRD0829,Pineapple,14,350,252,81,CAT003,SUP829,LOC004
PRD0830,Carrot,74,150,108,37,CAT011,SUP830,LOC005
PRD0831,Parmesan Cheese,63,1190,856,41,CAT010,SUP831,LOC001
PRD0832,Peach,47,400,288,67,CAT015,SUP832,LOC002
PRD0833,Egg (Turkey),42,250,180,94,CAT006,SUP833,LOC003
PRD0834,Tomato,32,250,180,49,CAT015,SUP834,LOC004
PRD0835,Lettuce,88,200,144,56,CAT015,SUP835,LOC005
PRD0836,Yogurt,80,175,126,69,CAT007,SUP836,LOC001
PRD0837,Orange,36,300,216,59,CAT003,SUP837,LOC002
PRD0838,Bread Flour,11,150,108,77,CAT004,SUP838,LOC003
PRD0839,Peach,40,400,288,83,CAT015,SUP839,LOC004
PRD0840,Bread Flour,63,150,108,43,CAT004,SUP840,LOC005
PRD0841,Raw Sugar,90,150,108,75,CAT008,SUP841,LOC001
PRD0842,Multigrain Bread,47,325,234,26,CAT009,SUP842,LOC002
PRD0843,Digestive Biscuit,29,400,288,2,CAT013,SUP843,LOC003
PRD0844,Peach,94,400,288,69,CAT015,SUP844,LOC004
PRD0845,Mango,32,490,352,63,CAT003,SUP845,LOC005
PRD0846,Plum,40,400,288,3,CAT003,SUP846,LOC001
PRD0847,Egg (Goose),50,250,180,66,CAT006,SUP847,LOC002
PRD0848,Cod,72,800,576,29,CAT016,SUP848,LOC003
PRD0849,Pomegranate,22,600,432,35,CAT015,SUP849,LOC004
PRD0850,Chocolate Biscuit,23,500,360,76,CAT013,SUP850,LOC005
PRD0851,Halibut,35,2000,1440,72,CAT016,SUP851,LOC001
PRD0852,Cucumber,12,175,126,93,CAT011,SUP852,LOC002
PRD0853,Cheddar Cheese,86,900,648,23,CAT010,SUP853,LOC003
PRD0854,Mackerel,91,750,540,96,CAT016,SUP854,LOC004
PRD0855,Evaporated Milk,23,200,144,99,CAT018,SUP855,LOC005
PRD0856,Onion,98,200,144,40,CAT011,SUP856,LOC001
PRD0857,Cherry,29,800,576,66,CAT015,SUP857,LOC002
PRD0858,Coconut,32,500,360,27,CAT015,SUP858,LOC003
PRD0859,Pear,84,450,324,74,CAT003,SUP859,LOC004
PRD0860,Yogurt,86,175,126,20,CAT007,SUP860,LOC005
PRD0861,Black Rice,11,620,446,58,CAT001,SUP861,LOC001
PRD0862,Whole Wheat Flour,60,275,198,69,CAT004,SUP862,LOC002
PRD0863,Whole Wheat Bread,58,350,252,48,CAT009,SUP863,LOC003
PRD0864,Ricotta Cheese,64,600,432,95,CAT010,SUP864,LOC004
PRD0865,Canola Oil,19,230,165,80,CAT005,SUP865,LOC005
PRD0866,Cherry,43,800,576,41,CAT015,SUP866,LOC001
PRD0867,Peanut Oil,38,400,288,62,CAT005,SUP867,LOC002
PRD0868,Buttermilk,70,250,180,66,CAT007,SUP868,LOC003
PRD0869,Asparagus,18,500,360,3,CAT015,SUP869,LOC004
PRD0870,Brown Rice,46,250,180,81,CAT001,SUP870,LOC005
PRD0871,Arabica Coffee,78,2050,1476,34,CAT002,SUP871,LOC001
PRD0872,Canola Oil,53,230,165,20,CAT005,SUP872,LOC002
PRD0873,Haddock,67,900,648,71,CAT012,SUP873,LOC003
PRD0874,Egg (Chicken),36,20,14,30,CAT006,SUP874,LOC004
PRD0875,Whole Wheat Flour,39,275,198,53,CAT004,SUP875,LOC005
PRD0876,Sweet Potato,95,200,144,87,CAT011,SUP876,LOC001
PRD0877,Almond Flour,12,950,684,56,CAT004,SUP877,LOC002
PRD0878,Wild Rice,98,1000,720,30,CAT001,SUP878,LOC003
PRD0879,Jasmine Rice,50,475,342,14,CAT001,SUP879,LOC004
PRD0880,Zucchini,98,250,180,14,CAT011,SUP880,LOC005
PRD0881,Corn Oil,28,250,180,32,CAT005,SUP881,LOC001
PRD0882,Cucumber,67,180,129,14,CAT011,SUP882,LOC002
PRD0883,Onion,20,200,144,93,CAT011,SUP883,LOC003
PRD0884,Trout,67,1160,835,83,CAT012,SUP884,LOC004
PRD0885,Egg (Quail),94,80,57,60,CAT006,SUP885,LOC005
PRD0886,Black Tea,45,500,360,58,CAT014,SUP886,LOC001
PRD0887,Anchovies,86,1000,720,55,CAT016,SUP887,LOC002
PRD0888,Wild Rice,72,975,702,82,CAT001,SUP888,LOC003
PRD0889,Green Beans,31,210,151,61,CAT011,SUP889,LOC004
PRD0890,Butter Biscuit,12,600,432,7,CAT013,SUP890,LOC005
PRD0891,Gouda Cheese,71,700,504,93,CAT010,SUP891,LOC001
PRD0892,Anchovies,64,1000,720,1,CAT016,SUP892,LOC002
PRD0893,Coconut Oil,89,500,360,79,CAT005,SUP893,LOC003
PRD0894,Sesame Oil,50,650,468,36,CAT005,SUP894,LOC004
PRD0895,Mango,53,500,360,98,CAT003,SUP895,LOC005
PRD0896,Haddock,19,900,648,99,CAT012,SUP896,LOC001
PRD0897,Broccoli,89,400,288,40,CAT011,SUP897,LOC002
PRD0898,Cod,96,800,576,12,CAT016,SUP898,LOC003
PRD0899,Parmesan Cheese,52,1200,864,56,CAT010,SUP899,LOC004
PRD0900,Sesame Oil,97,650,468,20,CAT005,SUP900,LOC005
PRD0901,Halibut,88,2000,1440,42,CAT016,SUP901,LOC001
PRD0902,Jasmine Rice,33,475,342,44,CAT001,SUP902,LOC002
PRD0903,Jasmine Rice,98,475,342,20,CAT001,SUP903,LOC003
PRD0904,Peach,45,400,288,79,CAT015,SUP904,LOC004
PRD0905,White Rice,80,180,129,86,CAT001,SUP905,LOC005
PRD0906,Halibut,68,2000,1440,43,CAT016,SUP906,LOC001
PRD0907,Apricot,90,500,360,91,CAT015,SUP907,LOC002
PRD0908,Trout,89,1200,864,67,CAT012,SUP908,LOC003
PRD0909,Cucumber,38,180,129,94,CAT011,SUP909,LOC004
PRD0910,Green Beans,99,210,151,37,CAT011,SUP910,LOC005
PRD0911,Powdered Sugar,66,240,172,19,CAT008,SUP911,LOC001
PRD0912,Pomegranate,66,600,432,28,CAT015,SUP912,LOC002
PRD0913,Bread Flour,64,150,108,11,CAT004,SUP913,LOC003
PRD0914,Black Rice,18,600,432,78,CAT001,SUP914,LOC004
PRD0915,Whole Wheat Flour,86,275,198,100,CAT004,SUP915,LOC005
PRD0916,Black Tea,35,470,338,88,CAT014,SUP916,LOC001
PRD0917,Green Beans,26,200,144,70,CAT011,SUP917,LOC002
PRD0918,Parmesan Cheese,80,1200,864,100,CAT010,SUP918,LOC003
PRD0919,Zucchini,63,250,180,56,CAT011,SUP919,LOC004
PRD0920,Vanilla Biscuit,89,550,396,22,CAT013,SUP920,LOC005
PRD0921,Sweet Potato,80,200,144,60,CAT011,SUP921,LOC001
PRD0922,Vegetable Oil,41,200,144,66,CAT005,SUP922,LOC002
PRD0923,Chocolate Biscuit,53,500,360,19,CAT013,SUP923,LOC003
PRD0924,Haddock,61,900,648,91,CAT012,SUP924,LOC004
PRD0925,Egg (Duck),70,100,72,92,CAT006,SUP925,LOC005
PRD0926,Mango,73,500,360,69,CAT003,SUP926,LOC001
PRD0927,Kale,60,400,288,15,CAT015,SUP927,LOC002
PRD0928,Pomegranate,88,600,432,24,CAT015,SUP928,LOC003
PRD0929,Cauliflower,95,250,180,6,CAT015,SUP929,LOC004
PRD0930,Powdered Sugar,47,250,180,30,CAT008,SUP930,LOC005
PRD0931,Mozzarella Cheese,24,700,504,1,CAT010,SUP931,LOC001
PRD0932,Anchovies,93,1000,720,51,CAT016,SUP932,LOC002
PRD0933,Sunflower Oil,80,250,180,24,CAT005,SUP933,LOC003
PRD0934,Apple,77,350,252,58,CAT003,SUP934,LOC004
PRD0935,Green Beans,42,200,144,48,CAT011,SUP935,LOC005
PRD0936,Egg (Turkey),92,250,180,1,CAT006,SUP936,LOC001
PRD0937,Mushrooms,81,625,450,23,CAT011,SUP937,LOC002
PRD0938,Jasmine Rice,46,475,342,39,CAT001,SUP938,LOC003
PRD0939,Brown Rice,44,250,180,67,CAT001,SUP939,LOC004
PRD0940,Multigrain Bread,38,350,252,37,CAT009,SUP940,LOC005
PRD0941,Evaporated Milk,64,200,144,28,CAT018,SUP941,LOC001
PRD0942,Long Grain Rice,39,145,104,2,CAT001,SUP942,LOC002
PRD0943,White Bread,42,250,180,88,CAT009,SUP943,LOC003
PRD0944,White Sugar,29,200,144,54,CAT008,SUP944,LOC004
PRD0945,Cucumber,60,180,129,63,CAT011,SUP945,LOC005
PRD0946,Parmesan Cheese,65,1200,864,54,CAT010,SUP946,LOC001
PRD0947,Bell Pepper,89,450,324,96,CAT011,SUP947,LOC002
PRD0948,Corn Oil,50,250,180,40,CAT005,SUP948,LOC003
PRD0949,Bell Pepper,94,450,324,18,CAT011,SUP949,LOC004
PRD0950,Canola Oil,97,230,165,32,CAT005,SUP950,LOC005
PRD0951,Digestive Biscuit,72,400,288,78,CAT013,SUP951,LOC001
PRD0952,Cream,62,250,180,91,CAT007,SUP952,LOC002
PRD0953,Apple,44,350,252,92,CAT003,SUP953,LOC003
PRD0954,Peanut Oil,21,400,288,25,CAT005,SUP954,LOC004
PRD0955,Coconut Sugar,91,500,360,39,CAT008,SUP955,LOC005
PRD0956,Tuna,87,1800,1296,24,CAT012,SUP956,LOC001
PRD0957,Spinach,61,252,181,17,CAT011,SUP957,LOC002
PRD0958,Carrot,61,150,108,81,CAT011,SUP958,LOC003
PRD0959,Sweet Potato,49,200,144,1,CAT011,SUP959,LOC004
PRD0960,Lemon,87,250,180,1,CAT003,SUP960,LOC005
PRD0961,Multigrain Bread,93,325,234,55,CAT009,SUP961,LOC001
PRD0962,Basmati Rice,55,445,320,13,CAT001,SUP962,LOC002
PRD0963,Sour Cream,29,400,288,39,CAT007,SUP963,LOC003
PRD0964,Egg (Chicken),63,20,14,62,CAT006,SUP964,LOC004
PRD0965,Potato,42,120,86,69,CAT011,SUP965,LOC005
PRD0966,Onion,74,200,144,4,CAT011,SUP966,LOC001
PRD0967,Short Grain Rice,22,300,216,77,CAT001,SUP967,LOC002
PRD0968,Egg (Chicken),83,20,14,35,CAT006,SUP968,LOC003
PRD0969,Wild Rice,32,1000,720,91,CAT001,SUP969,LOC004
PRD0970,Apple,84,350,252,46,CAT003,SUP970,LOC005
PRD0971,Plum,22,400,288,56,CAT003,SUP971,LOC001
PRD0972,Peas,100,300,216,52,CAT015,SUP972,LOC002
PRD0973,Cheddar Cheese,36,900,648,77,CAT010,SUP973,LOC003
PRD0974,Halibut,14,2000,1440,67,CAT016,SUP974,LOC004
PRD0975,White Sugar,38,200,144,82,CAT008,SUP975,LOC005
PRD0976,Eggplant,97,300,216,52,CAT006,SUP976,LOC001
PRD0977,Green Tea,64,800,576,66,CAT014,SUP977,LOC002
PRD0978,Lime,14,190,136,75,CAT015,SUP978,LOC003
PRD0979,Avocado Oil,24,1000,720,89,CAT005,SUP979,LOC004
PRD0980,Tilapia,100,700,504,61,CAT016,SUP980,LOC005
PRD0981,Jasmine Rice,62,475,342,36,CAT001,SUP981,LOC001
PRD0982,Basmati Rice,71,450,324,60,CAT001,SUP982,LOC002
PRD0983,Parmesan Cheese,38,1200,864,67,CAT010,SUP983,LOC003
PRD0984,Powdered Sugar,88,240,172,34,CAT008,SUP984,LOC004
PRD0985,Sourdough Bread,40,450,324,30,CAT009,SUP985,LOC005
PRD0986,Spinach,88,250,180,78,CAT011,SUP986,LOC001
PRD0987,Cheddar Cheese,60,900,648,9,CAT010,SUP987,LOC002
PRD0988,Cabbage,94,90,64,90,CAT011,SUP988,LOC003
PRD0989,Avocado Oil,30,1000,720,48,CAT005,SUP989,LOC004
PRD0990,Papaya,19,450,324,28,CAT015,SUP990,LOC005
